68bd16b4-5724-494c-ab58-b807b2895e84, Nargesh, 003D585AC56A55B63CD89AE620D968ED86A5BB55, 192.168.10.5, 777, UDP, 64, 06.19.12.25.50.501, 003D585AC56A55B63CD89AE620D968ED86A5BB55
62ebed0a-22cc-4efa-9d0f-89d9c4272fac, Nargesh, 003D585AC56A55B63CD89AE620D968ED86A5BB55, 192.168.10.5, 777, UDP, 64, 07.05.16.38.39.105, 003D585AC56A55B63CD89AE620D968ED86A5BB55
